date_amazon,date,id,price,price_online,price_amazon,sale_online,product_online,product_amazon,merchant,URL,imputed,COMMENTS,PRICETYPE,datediff,cat_id,category,retailer_id,retailer_s
1/28/2016,1/21/2016,6350009,199.99,169.99,156.99,1,Actiontec - MyWirelessTV2 Wireless Video Transmitter and Receiver - Black,Actiontec My Wireless TV WiFi / HDMI Multi-Room Wireless HD Video Kit - 2nd Generation (MWTV2KIT01),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Actiontec-Wireless-WiFi-Multi-Room-Video/dp/B00LSS10PM/ref=sr_1_1?ie=UTF8&qid=1454040704&sr=8-1&keywords=Actiontec+-+MyWirelessTV2+Wireless+Video+Transmitter+and+Receiver+-+Black,1,,Regular Price,7,900,Electronics,40,USA_40
6/8/2016,6/7/2016,1573073,159.99,106.99,149.97,1,"Turtle Beach - Ear Force XO SEVEN PRO Gaming Headset for Xbox One - Black/Green""",Turtle Beach - Ear Force XO Seven Pro Premium Gaming Headset - Superhuman Hearing - Xbox One,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Turtle-Beach-Premium-Headset-Superhuman-Hearing/dp/B00O9GVKZU?ie=UTF8&keywords=Turtle%20Beach%20-%20Ear%20Force%20XO%20SEVEN%20PRO%20Gaming%20Headset%20for%20Xbox%20One%20-%20Black%2FGreen%26%2334%3B&m=ATVPDKIKX0DER&qid=1465444078&ref_=sr_1_1&sr=8-1,,,Regular Price,1,900,Electronics,40,USA_40
6/7/2016,6/7/2016,8801785,9.99,9.99,798,,"Sony - Passive 3D Glasses - Black""",Sony KDL55W800C 55-Inch 1080p 3D Smart LED TV (2015 Model),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Sony-KDL55W800C-55-Inch-1080p-Smart/dp/B00R45XC0Y?ie=UTF8&keywords=Sony%20-%20Passive%203D%20Glasses%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465357430&ref_=sr_1_1&sr=8-1,,,Regular Price,0,900,Electronics,40,USA_40
6/8/2016,6/6/2016,8448381,179.99,179.99,159.5,1,"Asus - WirelessAC1900 Dual-Band Gigabit Wireless Router - Black""",ASUS (RT-AC68U) Wireless-AC1900 Dual-Band Gigabit Router,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/RT-AC68U-Wireless-AC1900-Dual-Band-Gigabit-Router/dp/B00FB45SI4?ie=UTF8&keywords=Asus%20-%20WirelessAC1900%20Dual-Band%20Gigabit%20Wireless%20Router%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465442038&ref_=sr_1_1&sr=8-1,,,Sale/Discounted Price,2,900,Electronics,40,USA_40
2/25/2015,2/24/2015,854448003037,249.99,249.99,249,,854448003037,Nest Learning Thermostat - 2nd Generation T200577,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Nest-Learning-Thermostat-Generation-T200577/dp/B009GDHYPQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1424840626&sr=8-1&keywords=854448003037,1,,,1,900,Electronics,40,USA_40
6/2/2016,5/29/2016,4802003,29.99,29.99,19.88,,"Sony - AM/FM Dual-Alarm Clock Radio - Black""","Sony ICFC1 Alarm Clock Radio, Black",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Sony-ICFC1-Alarm-Clock-Radio/dp/B00IEYHMIM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464924493&sr=8-1&keywords=Sony+-+AM%2FFM+Dual-Alarm+Clock+Radio+-+Black%22,1,,Regular Price,4,900,Electronics,40,USA_40
5/28/2016,5/21/2016,3215111,12.99,12.99,11.84,,"Nintendo - amiibo Figure (Peach)""",Peach amiibo (Super Mario Bros Series),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Peach-amiibo-Super-Mario-Wii-U/dp/B00S7O6QWM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464491590&sr=8-1&keywords=Nintendo+-+amiibo+Figure+%28Peach%29%22,1,,Regular Price,7,900,Electronics,40,USA_40
6/9/2016,6/7/2016,4938104,39.99,38.99,35.16,1,"Speck - CandyShell Inked Case for Samsung Galaxy S7 Cell Phones - Vintage Bouquet Grey/Shocking Pink""",Samsung Galaxy S 7 Candyshell Inked Case,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Speck-Products-CandyShell-Shocking-Protective/dp/B01BCWL49U/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465530149&sr=8-1&keywords=Speck+-+CandyShell+Inked+Case+for+Samsung+Galaxy+S7+Cell+Phones+-+Vintage+Bouquet+Grey%2FShocking+Pink%22,,,Regular Price,2,900,Electronics,40,USA_40
6/27/2016,6/21/2016,4397230,17.99,17.99,7.52,1,"Legrand/Pass & Seymour - USB In-Wall Charging Outlet - White""",Pass & Seymour Legrand Canopy Pull Switch Appliance Switches,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Pass-Seymour-Legrand-Appliance-Switches/dp/B001VXRFVM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467084466&sr=8-1&keywords=Legrand%2FPass,,,Sale/Discounted Price,6,900,Electronics,40,USA_40
6/22/2016,6/22/2016,9575199,99.99,89.99,89.99,1,"Canon - MAXIFY MB2320 Wireless All-In-One Printer - Black""","Canon MAXIFY MB2320 Wireless Office All-In-One Inkjet Printer with Mobile and Tablet Printing, Black",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-MB2320-Wireless-Printer-Printing/dp/B00NNVDPUK/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466651858&sr=8-1&keywords=Canon+-+MAXIFY+MB2320+Wireless+All-In-One+Printer+-+Black%22,,,Regular Price,0,900,Electronics,40,USA_40
6/7/2016,6/6/2016,5265041,249.99,234.99,100.75,1,"Linksys - Wireless-AC Dual-Band Smart Wi-Fi Router with 4-Port Gigabit Ethernet Switch - Black""",NETGEAR AC1600 Dual Band Wi-Fi Gigabit Router (R6250),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/NETGEAR-AC1600-Wi-Fi-Gigabit-Router/dp/B00BR3ZYIW?ie=UTF8&keywords=Linksys%20-%20Wireless-AC%20Dual-Band%20Smart%20Wi-Fi%20Router%20with%204-Port%20Gigabit%20Ethernet%20Switch%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465356320&ref_=sr_1_1&sr=8-1,,,Regular Price,1,900,Electronics,40,USA_40
6/1/2016,5/26/2016,4639400,79.99,79.99,28.99,,"Apple - Magic Mouse 2 - Silver""",iHome Bluetooth Mac Mouse - White (IMAC-M110W),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/iHome-Bluetooth-Mac-Mouse-IMAC-M110W/dp/B007X3VEX4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464837112&sr=8-1&keywords=Apple+-+Magic+Mouse+2+-+Silver%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/26/2016,6/22/2016,4744503,104.99,99.99,99.9,1,"Canon - SELPHY CP1200 Wireless Photo Printer - Black""",Canon Selphy CP1200 Black Wireless Color Photo Printer,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997415&sr=8-1&keywords=Canon+-+SELPHY+CP1200+Wireless+Photo+Printer+-+Black%22,,,Regular Price,4,900,Electronics,40,USA_40
6/17/2016,6/15/2016,4948300,119.99,119.99,59.57,,"Plantronics - Voyager 5220 Bluetooth Headset""","Plantronics Voyager Legend Wireless Bluetooth Headset - Compatible with iPhone, Android, and Other Leading Smartphones - Black",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Plantronics-Voyager-Wireless-Bluetooth-Headset/dp/B0092KJ9BU/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466220852&sr=8-1&keywords=Plantronics+-+Voyager+5220+Bluetooth+Headset%22,1,,Regular Price,2,900,Electronics,40,USA_40
5/31/2016,5/26/2016,6500485,72.99,72.99,52.99,1,"Lowepro - Photo Hatchback 16L AW Camera Backpack - Slate Gray""",Lowepro Photo Hatchback 16L Camera Backpack - Daypack Style Backpack For DSLR and Mirrorless Cameras,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Lowepro-Photo-Hatchback-Camera-Backpack/dp/B008O8EGOQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464751200&sr=8-1&keywords=Lowepro+-+Photo+Hatchback+16L+AW+Camera+Backpack+-+Slate+Gray%22,1,,Regular Price,5,900,Electronics,40,USA_40
6/25/2016,6/22/2016,8475049,349.99,279.99,279.99,1,"Brother - MFC-9130CW Color Wireless Laser Printer - Gray""","Brother MFC9130CW Wireless All-In-One Printer with Scanner, Copier and Fax, Amazon Dash Replenishment Enabled",Ships from and sold by Amazon.com.,https://www.amazon.com/Brother-MFC9130CW-Wireless-Printer-Replenishment/dp/B00C6MNP52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466910992&sr=8-1&keywords=Brother+-+MFC-9130CW+Color+Wireless+Laser+Printer+-+Gray%22,,,Regular Price,3,900,Electronics,40,USA_40
6/7/2016,6/1/2016,127687,7.49,7.49,33.99,,"Duracell - AA Batteries (8-Pack)""","Duracell MN1500 AA Batteries, 100 Count Pack (AAA 8 Count Included)",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Duracell-MN1500-Batteries-Count-Included/dp/B011LL16WM?ie=UTF8&keywords=Duracell%20-%20AA%20Batteries%20(8-Pack)%26%2334%3B&m=ATVPDKIKX0DER&qid=1465355952&ref_=sr_1_1&sr=8-1,1,,Regular Price,6,900,Electronics,40,USA_40
5/3/2016,4/30/2016,4863049,39.99,39.99,30.55,,LEGO Jurassic World - Xbox One,LEGO Jurassic World - Xbox One Standard Edition,Ships from and sold by Amazon.com exclusively for Prime members. Details Gift-wrap available.,http://www.amazon.com/LEGO-Jurassic-World-Xbox-One-Standard/dp/B00SXEONTY/ref=sr_1_1?ie=UTF8&qid=1462331625&sr=8-1&keywords=LEGO+Jurassic+World+-+Xbox+One,1,,Regular Price,3,900,Electronics,40,USA_40
6/27/2016,6/22/2016,8475049,349.99,279.99,279.99,1,"Brother - MFC-9130CW Color Wireless Laser Printer - Gray""","Brother MFC9130CW Wireless All-In-One Printer with Scanner, Copier and Fax, Amazon Dash Replenishment Enabled",Ships from and sold by Amazon.com.,https://www.amazon.com/Brother-MFC9130CW-Wireless-Printer-Replenishment/dp/B00C6MNP52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1467083718&sr=8-1&keywords=Brother+-+MFC-9130CW+Color+Wireless+Laser+Printer+-+Gray%22,,,Regular Price,5,900,Electronics,40,USA_40
6/4/2016,6/7/2016,9008298,24.99,24.99,24.69,,"Microsoft - Xbox One Play & Charge Kit - Black""",Xbox One Play and Charge Kit,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Xbox-One-Play-Charge-Kit/dp/B00DBDPOZ4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465096948&sr=8-1&keywords=Microsoft+-+Xbox+One+Play,,,Regular Price,-3,900,Electronics,40,USA_40
6/4/2016,6/1/2016,6935119,199.99,129.99,42.17,1,"Altec Lansing - Boom Jacket Bluetooth Speaker - Red""","Altec Lansing The Jacket Bluetooth Speaker, Black (iMW455)",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Altec-Lansing-Bluetooth-Speaker-iMW455/dp/B00ECL8IN4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465096309&sr=8-1&keywords=Altec+Lansing+-+Boom+Jacket+Bluetooth+Speaker+-+Red%22,1,,Regular Price,3,900,Electronics,40,USA_40
6/17/2016,6/10/2016,3138005,59.99,59.99,59,1,"Seagate - Backup Plus Slim 1TB External USB 3.0/2.0 Portable Hard Drive - Black""",Seagate Backup Plus Slim 1TB Portable External Hard Drive with 200GB of Cloud Storage & Mobile Device Backup USB 3.0 (STDR1000100) - Black,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Seagate-Portable-External-Storage-STDR1000100/dp/B00H4XH5FY/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466221134&sr=8-1&keywords=Seagate+-+Backup+Plus+Slim+1TB+External+USB+3.0%2F2.0+Portable+Hard+Drive+-+Black%22,,,Sale/Discounted Price,7,900,Electronics,40,USA_40
6/9/2016,6/7/2016,4987000,99.99,99.99,35.36,,"mophie - Juice Pack External Battery Case for Samsung Galaxy S7 - Black""",UNU Superpak10000mAH 3.1A Portable Charger - Matte Black [Apple Certified] External Battery Pack with 2-in-1 Lightning Cable 8Pin and MicroUSB Cable,Ships from and sold by Amazon.com.,https://www.amazon.com/UNU-Superpak10000mAH-3-1A-Portable-Charger/dp/B00LXL6L9E/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465529316&sr=8-1&keywords=mophie+-+Juice+Pack+External+Battery+Case+for+Samsung+Galaxy+S7+-+Black%22,,,Regular Price,2,900,Electronics,40,USA_40
6/20/2016,6/14/2016,4101661,9.99,9.99,7.88,,"Case Logic - 32 Capacity CD Wallet""",Case Logic CDW-32 32 Capacity Classic CD Wallet (Black),Ships from and sold by Amazon.com exclusively for Prime members. Details Gift-wrap available.,https://www.amazon.com/Case-Logic-CDW-32-Capacity-Classic/dp/B00005ATMB/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466478919&sr=8-1&keywords=Case+Logic+-+32+Capacity+CD+Wallet%22,1,,Regular Price,6,900,Electronics,40,USA_40
11/30/2015,11/29/2015,4334500,319.99,319.99,99.99,1,4334500,Bresser Spektar 15-45x60 Spotting Scope (Black),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Bresser-Spektar-15-45x60-Spotting-Scope/dp/B001CBFV6E/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1448944554&sr=8-1&keywords=4334500,1,,Sale/Discounted Price,1,900,Electronics,40,USA_40
6/12/2016,6/6/2016,6612027,49.99,49.99,49.99,1,"Logitech - Keys-to-Go Bluetooth Keyboard - Blue""","Logitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows, Dark Blue (920-007196)",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Logitech-Ultra-Portable-Bluetooth-Keyboard-920-007196/dp/B00VUK4R0S/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465788348&sr=8-1&keywords=Logitech+-+Keys-to-Go+Bluetooth+Keyboard+-+Blue%22,,,Regular Price,6,900,Electronics,40,USA_40
5/29/2016,5/26/2016,7010007,64.99,64.99,47.09,,"Sony - DUALSHOCK 4 Wireless Controller for PlayStation 4 - Glacier White""",DualShock 4 Wireless Controller for PlayStation 4 - Glacier White,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/DualShock-Wireless-Controller-PlayStation-Glacier-4/dp/B00KVP76G0/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464580246&sr=8-1&keywords=Sony+-+DUALSHOCK+4+Wireless+Controller+for+PlayStation+4+-+Glacier+White%22,1,,Regular Price,3,900,Electronics,40,USA_40
5/31/2016,5/26/2016,9635339,49.99,49.99,10.96,,"Apple - Optical Mouse - White""","Macally 3 Button USB 1000DPI Optical Wired Mouse with 5 foot cord, compatible with Mac and PC (ICEMOUSE2)",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Macally-1000DPI-Optical-compatible-ICEMOUSE2/dp/B00B55I9MA/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464750758&sr=8-1&keywords=Apple+-+Optical+Mouse+-+White%22,1,,Regular Price,5,900,Electronics,40,USA_40
1/25/2016,1/20/2016,7662164,26.49,26.49,10.77,,Bracketron - TekGrip Vent Mount for Most GPS,BRACKETRON Bt1-641-2 TekGrip Vent Mount,Ships from and sold by Hippo-Deals.,http://www.amazon.com/BRACKETRON-Bt1-641-2-TekGrip-Vent-Mount/dp/B00STTS3NA/ref=sr_1_1?ie=UTF8&qid=1453781698&sr=8-1&keywords=Bracketron+-+TekGrip+Vent+Mount+for+Most+GPS,1,,Regular Price,5,900,Electronics,40,USA_40
6/17/2016,6/14/2016,5023200,59.99,59.99,59.99,1,"Amazon - Fire 7"" Tablet 16GB - Black""","Fire Tablet, 7"" Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Ships from and sold by Amazon Digital Services LLC. Gift-wrap available.,https://www.amazon.com/Fire-Tablet-Display-Wi-Fi-16/dp/B018Y22BI4/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466219620&sr=8-1&keywords=Amazon+-+Fire+7%22+Tablet+16GB+-+Black%22,1,,Regular Price,3,900,Electronics,40,USA_40
6/26/2016,6/22/2016,4291002,129.99,129.99,129,1,"Canon - PIXMA MG7720 White Wireless All-In-One Printer - White""","Canon MG7720 Wireless All-In-One Printer with Scanner and Copier: Mobile and Tablet Printing, with Airprint(TM) and Google Cloud Print compatible, White",Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-MG7720-Wireless-Printer-Scanner/dp/B013C0ZCXE/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997385&sr=8-1&keywords=Canon+-+PIXMA+MG7720+White+Wireless+All-In-One+Printer+-+White%22,,,Regular Price,4,900,Electronics,40,USA_40
6/26/2016,6/22/2016,4667001,199.99,199.99,199.99,1,"Epson - WorkForce Pro WF-4630 Wireless All-In-One Printer - Black""",Epson WorkForce Pro WF-4630 C11CD10201 Wireless Color All-in-One Inkjet Printer with Scanner and Copier,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Epson-WorkForce-WF-4630-C11CD10201-Wireless/dp/B00JXLGESY/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466997583&sr=8-1&keywords=Epson+-+WorkForce+Pro+WF-4630+Wireless+All-In-One+Printer+-+Black%22,,,Regular Price,4,900,Electronics,40,USA_40
5/7/2016,5/1/2016,8767246,249.99,249.99,649.88,,"Manfrotto - 67"" Tripod - Black""",Manfrotto 535 Carbon Fiber 2-Stage Video Tripod with 75mm Bowl (Black),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Manfrotto-535-Carbon-2-Stage-Tripod/dp/B001ASVNMK/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462677333&sr=8-1&keywords=Manfrotto+-+67%22+Tripod+-+Black%22,1,,Regular Price,6,900,Electronics,40,USA_40
6/24/2016,6/21/2016,4397230,17.99,17.99,7.52,1,"Legrand/Pass & Seymour - USB In-Wall Charging Outlet - White""",Pass & Seymour Legrand Canopy Pull Switch Appliance Switches,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Pass-Seymour-Legrand-Appliance-Switches/dp/B001VXRFVM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466825426&sr=8-1&keywords=Legrand%2FPass,,,Sale/Discounted Price,3,900,Electronics,40,USA_40
1/31/2016,1/24/2016,6866026,399.99,459.99,459.99,,Yamaha - 650W 5.1-Channel 3D Home Theater System - Black,Yamaha YHT-4920UBL 5.1-Channel Home Theater in a Box System with Bluetooth,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Yamaha-YHT-4920UBL-5-1-Channel-Theater-Bluetooth/dp/B00V9Z2X6O/ref=sr_1_1?ie=UTF8&qid=1454300866&sr=8-1&keywords=Yamaha+-+650W+5.1-Channel+3D+Home+Theater+System+-+Black,1,,Sale/Discounted Price,7,900,Electronics,40,USA_40
6/21/2016,6/14/2016,4396401,69.99,69.99,69,1,"Adobe Photoshop Elements 14 - Windows|Mac""",Adobe Photoshop Elements 14,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Adobe-65263875-Photoshop-Elements-14/dp/B014GP8XGM/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466565125&sr=8-1&keywords=Adobe+Photoshop+Elements+14+-+Windows%7CMac%22,1,,Regular Price,7,900,Electronics,40,USA_40
6/12/2016,6/6/2016,9768194,10.99,,17.01,,"HMDX - Neutron Wireless Suction Speaker - Gray""",HMDX HX-P120GY HoMedics Neutron Wireless Suction Speaker (Grey),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/HMDX-HX-P120GY-HoMedics-Neutron-Wireless/dp/B00KOW7ID6/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465787946&sr=8-1&keywords=HMDX+-+Neutron+Wireless+Suction+Speaker+-+Gray%22,,,Regular Price,6,900,Electronics,40,USA_40
6/9/2016,6/6/2016,4760603,69.99,69.99,57.67,,"NETGEAR - Powerline 1000 Network Extender - White""",NETGEAR Powerline 1000 - Essentials Edition (PL1010-100PAS),Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/NETGEAR-Powerline-1000-Essentials-PL1010-100PAS/dp/B01929ESG6/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1465529519&sr=8-1&keywords=NETGEAR+-+Powerline+1000+Network+Extender+-+White%22,,,Regular Price,3,900,Electronics,40,USA_40
10/7/2015,10/6/2015,017817602853,99.99,99.99,99,,017817602853,Bose Companion 2 Series III Multimedia Speakers,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Bose-Companion-III-Multimedia-Speakers/dp/B00CD1PTF0/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1444191777&sr=8-1&keywords=017817602853,,,,1,900,Electronics,40,USA_40
5/8/2016,5/1/2016,9061038,16.99,21.99,16.99,1,"Samsung - S-View Flip Cover for Samsung Galaxy Note 4 Cell Phones - Frost White""","Samsung Galaxy Note 4 Case, S View Flip Cover Folio Case - White",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Samsung-Galaxy-Note-Cover-Folio/dp/B00NQG2YQS/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1462764020&sr=8-1&keywords=Samsung+-+S-View+Flip+Cover+for+Samsung+Galaxy+Note+4+Cell+Phones+-+Frost+White%22,1,,Sale/Discounted Price,7,900,Electronics,40,USA_40
6/16/2016,6/14/2016,3669694,103.99,102.99,93.27,1,"Texas Instruments - TI-83 Plus Graphing Calculator""",Texas Instruments TI-83 Plus Graphing Calculator,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Texas-Instruments-TI-83-Graphing-Calculator/dp/B00001N2QU/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466135016&sr=8-1&keywords=Texas+Instruments+-+TI-83+Plus+Graphing+Calculator%22,1,,Regular Price,2,900,Electronics,40,USA_40
5/6/2016,4/30/2016,7931509,189.99,189.99,204.95,1,Shark - Rocket DeluxePRO Bagless Vacuum - Lavender,Shark Rocket DeluxePro Upright Vacuum HV321,Ships from and sold by WeLOC (We Love Our Customers).,http://www.amazon.com/Shark-Rocket-DeluxePro-Upright-Vacuum/dp/B0171QO1T6/ref=sr_1_1?ie=UTF8&qid=1462591316&sr=8-1&keywords=Shark+-+Rocket+DeluxePRO+Bagless+Vacuum+-+Lavender,1,,Sale/Discounted Price,6,900,Electronics,40,USA_40
5/29/2016,5/26/2016,6500485,72.99,72.99,52.99,1,"Lowepro - Photo Hatchback 16L AW Camera Backpack - Slate Gray""",Lowepro Photo Hatchback 16L Camera Backpack - Daypack Style Backpack For DSLR and Mirrorless Cameras,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Lowepro-Photo-Hatchback-Camera-Backpack/dp/B008O8EGOQ/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464579904&sr=8-1&keywords=Lowepro+-+Photo+Hatchback+16L+AW+Camera+Backpack+-+Slate+Gray%22,1,,Regular Price,3,900,Electronics,40,USA_40
6/2/2016,5/26/2016,8240079,59.99,59.99,46.88,,"Sony - DUALSHOCK 4 Wireless Controller for PlayStation 4 - Black""",DualShock 4 Wireless Controller for PlayStation 4 - Jet Black,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/DualShock-Wireless-Controller-PlayStation-Black-4/dp/B00BGA9X9W/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464924525&sr=8-1&keywords=Sony+-+DUALSHOCK+4+Wireless+Controller+for+PlayStation+4+-+Black%22,1,,Regular Price,7,900,Electronics,40,USA_40
6/23/2016,6/22/2016,4744503,104.99,99.99,99.9,1,"Canon - SELPHY CP1200 Wireless Photo Printer - Black""",Canon Selphy CP1200 Black Wireless Color Photo Printer,Ships from and sold by Amazon.com. Gift-wrap available.,https://www.amazon.com/Canon-Selphy-CP1200-Wireless-Printer/dp/B0195JC9D2/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1466738301&sr=8-1&keywords=Canon+-+SELPHY+CP1200+Wireless+Photo+Printer+-+Black%22,,,Regular Price,1,900,Electronics,40,USA_40
6/6/2016,5/31/2016,2761156,279.99,279.99,279,1,"Canon - PowerShot SX530 HS Digital Camera - Black""",Canon PowerShot SX530 HS - Wi-Fi Enabled,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Canon-PowerShot-SX530-HS-Enabled/dp/B00RKNND2W?ie=UTF8&keywords=Canon%20-%20PowerShot%20SX530%20HS%20Digital%20Camera%20-%20Black%26%2334%3B&m=ATVPDKIKX0DER&qid=1465269437&ref_=sr_1_1&sr=8-1,1,,Sale/Discounted Price,6,900,Electronics,40,USA_40
5/6/2016,4/30/2016,4368901,39.99,39.99,37.54,,Far Cry 4: Complete Edition - PlayStation 4,Far Cry 4 Complete Edition - PlayStation 4,Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Far-Cry-4-Complete-PlayStation/dp/B013KZ3P9O/ref=sr_1_1?ie=UTF8&qid=1462590809&sr=8-1&keywords=Far+Cry+4%3A+Complete+Edition+-+PlayStation+4,1,,Regular Price,6,900,Electronics,40,USA_40
5/26/2016,5/20/2016,5092004,59.99,49.99,49.99,1,"Corsair - M65 PRO RGB Optical Gaming Mouse""","Corsair Gaming M65 PRO RGB FPS Gaming Mouse, Backlit RGB LED, 12000 DPI, Optical",Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Corsair-Gaming-Mouse-Backlit-Optical/dp/B01D63UU52/ref=sr_1_1?m=ATVPDKIKX0DER&ie=UTF8&qid=1464318705&sr=8-1&keywords=Corsair+-+M65+PRO+RGB+Optical+Gaming+Mouse%22,1,,Regular Price,6,900,Electronics,40,USA_40
1/25/2016,1/21/2016,6350009,199.99,169.99,156.99,1,Actiontec - MyWirelessTV2 Wireless Video Transmitter and Receiver - Black,Actiontec My Wireless TV WiFi / HDMI Multi-Room Wireless HD Video Kit - 2nd Generation (MWTV2KIT01),Ships from and sold by Amazon.com. Gift-wrap available.,http://www.amazon.com/Actiontec-Wireless-WiFi-Multi-Room-Video/dp/B00LSS10PM/ref=sr_1_1?ie=UTF8&qid=1453781520&sr=8-1&keywords=Actiontec+-+MyWirelessTV2+Wireless+Video+Transmitter+and+Receiver+-+Black,1,,Regular Price,4,900,Electronics,40,USA_40
